Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST
109,2015,Knile Davis (FA),28,72,2.6,10,0,1,2,3,24,12.0,0,0,14,15.6,1.1,0.0%
33,2014,Knile Davis (FA),134,463,3.5,48,3,6,16,25,147,9.2,1,2,16,99.0,6.2,0.0%
60,2013,Knile Davis (FA),70,242,3.5,20,1,4,11,15,75,6.8,0,1,16,53.7,3.4,0.0%
93,2014,Knowshon Moreno (FA),31,148,4.8,15,0,1,1,1,8,8.0,0,0,3,21.6,7.2,0.0%
5,2013,Knowshon Moreno (FA),241,"1,038",4.3,31,5,10,60,74,548,9.1,3,0,16,236.6,14.8,0.0%
35,2012,Knowshon Moreno (FA),138,525,3.8,20,1,4,21,26,167,8.0,0,1,8,91.2,11.4,0.0%
80,2011,Knowshon Moreno (FA),37,179,4.8,24,0,0,11,15,101,9.2,1,1,7,32.0,4.6,0.0%
18,2010,Knowshon Moreno (FA),182,779,4.3,35,0,5,37,48,372,10.1,3,2,13,159.1,12.2,0.0%
17,2009,Knowshon Moreno (FA),247,947,3.8,36,0,7,28,41,213,7.6,2,4,16,162.0,10.1,0.0%
126,2009,Kolby Smith (FA),15,33,2.2,12,0,0,2,2,9,4.5,0,0,4,4.2,1.1,0.0%
88,2008,Kolby Smith (FA),31,81,2.6,19,0,1,5,0,25,5.0,0,0,4,16.6,4.2,0.0%
123,2007,Kolby Smith (FA),0,0,0.0,0,0,0,2,0,21,10.5,0,0,3,2.1,0.7,0.0%
162,2011,Korey Hall (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,13,0.0,0.0,0.0%
147,2010,Korey Hall (FA),0,0,0.0,0,0,0,1,1,9,9.0,0,0,12,0.9,0.1,0.0%
127,2009,Korey Hall (FA),0,0,0.0,0,0,0,5,7,41,8.2,0,0,11,4.1,0.4,0.0%
102,2008,Korey Hall (FA),0,0,0.0,0,0,0,7,0,38,5.4,1,0,11,9.8,0.9,0.0%
110,2007,Korey Hall (FA),0,0,0.0,0,0,0,8,0,49,6.1,0,0,14,4.9,0.4,0.0%
145,2009,Kory Sheets (FA),1,5,5.0,5,0,0,0,0,0,0.0,0,0,2,0.5,0.3,0.0%
141,2012,Kregg Lumpkin (FA),9,42,4.7,22,1,0,0,2,0,0.0,0,1,5,2.2,0.4,0.0%
71,2011,Kregg Lumpkin (FA),31,105,3.4,19,0,0,41,53,291,7.1,0,0,16,39.6,2.5,0.0%
143,2010,Kregg Lumpkin (FA),1,0,0.0,0,0,0,1,1,12,12.0,0,0,4,1.2,0.3,0.0%
138,2009,Kyle Eckel (FA),2,6,3.0,7,0,0,2,3,14,7.0,0,0,3,2.0,0.7,0.0%
107,2008,Kyle Eckel (FA),24,79,3.3,14,0,0,0,0,0,0.0,0,0,4,7.9,2.0,0.0%
90,2007,Kyle Eckel (FA),23,50,2.2,10,0,1,0,0,0,0.0,0,0,6,11.0,1.8,0.0%
99,2006,Kyle Johnson (FA),5,30,6.0,15,0,0,7,0,37,5.3,1,0,9,12.7,1.4,0.0%
60,2005,Kyle Johnson (FA),4,9,2.3,4,0,1,17,1,160,9.4,5,0,13,52.9,4.1,0.0%
85,2004,Kyle Johnson (FA),0,0,0.0,0,0,0,9,13,126,14.0,2,0,10,24.6,2.5,0.0%
74,2021,Kyle Juszczyk (SF),8,22,2.8,6,0,1,30,38,296,9.9,1,0,15,43.8,2.9,0.4%
60,2020,Kyle Juszczyk (SF),17,64,3.8,10,0,2,19,29,202,10.6,4,0,16,62.6,3.9,0.4%
80,2019,Kyle Juszczyk (SF),3,7,2.3,6,0,0,20,24,239,12.0,1,0,12,30.6,2.6,0.4%
79,2018,Kyle Juszczyk (SF),8,30,3.8,12,0,0,30,41,324,10.8,1,2,16,37.4,2.3,0.4%
80,2017,Kyle Juszczyk (SF),7,31,4.4,12,0,0,33,42,315,9.5,1,2,14,36.6,2.6,0.4%
76,2016,Kyle Juszczyk (SF),5,22,4.4,10,0,1,37,49,266,7.2,0,0,16,36.8,2.3,0.4%
64,2015,Kyle Juszczyk (SF),2,3,1.5,2,0,0,41,56,321,7.8,4,0,16,56.4,3.5,0.4%
97,2014,Kyle Juszczyk (SF),0,0,0.0,0,0,0,19,27,182,9.6,1,2,16,20.2,1.3,0.4%
159,2013,Kyle Juszczyk (SF),0,0,0.0,0,0,0,0,1,0,0.0,0,0,16,0.0,0.0,0.4%
138,2021,Kylin Hill (GB),10,24,2.4,8,0,0,1,2,5,5.0,0,0,8,2.9,0.4,0.1%
201,2021,Kyren Williams (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.7%
137,2021,La'Mical Perine (PHI),8,31,3.9,14,0,0,0,0,0,0.0,0,0,2,3.1,1.6,0.0%
73,2020,La'Mical Perine (PHI),64,232,3.6,20,1,2,11,15,63,5.7,0,0,10,41.5,4.2,0.0%
102,2007,LaBrandon Toefield (FA),6,12,2.0,4,0,1,0,0,0,0.0,0,0,1,7.2,7.2,0.0%
140,2006,LaBrandon Toefield (FA),10,22,2.2,12,0,0,0,0,0,0.0,0,0,4,2.2,0.6,0.0%
70,2005,LaBrandon Toefield (FA),36,142,3.9,32,0,4,3,0,17,5.7,0,0,7,39.9,5.7,0.0%
73,2004,LaBrandon Toefield (FA),51,169,3.3,16,0,0,28,34,151,5.4,1,1,14,36.0,2.6,0.0%
58,2003,LaBrandon Toefield (FA),53,212,4.0,30,0,2,14,16,105,7.5,1,0,16,51.0,3.2,0.0%
39,2011,LaDainian Tomlinson (FA),75,280,3.7,20,0,1,42,61,449,10.7,2,0,14,90.9,6.5,0.0%
17,2010,LaDainian Tomlinson (FA),219,914,4.2,31,0,6,52,79,368,7.1,0,0,15,164.2,10.9,0.0%
19,2009,LaDainian Tomlinson (FA),223,730,3.3,36,0,12,20,30,154,7.7,0,2,14,156.4,11.2,0.0%
17,2008,LaDainian Tomlinson (FA),215,814,3.8,45,0,7,42,0,368,8.8,1,0,12,166.2,13.9,0.0%
10,2007,LaDainian Tomlinson (FA),155,657,4.2,41,0,7,32,11,248,7.8,1,0,8,143.2,17.9,0.0%
1,2006,LaDainian Tomlinson (FA),348,"1,815",5.2,85,0,28,56,0,508,9.1,3,0,16,427.1,26.7,0.0%
3,2005,LaDainian Tomlinson (FA),339,"1,462",4.3,62,0,18,51,9,370,7.3,2,0,16,317.1,19.8,0.0%
3,2004,LaDainian Tomlinson (FA),339,"1,335",3.9,42,0,17,53,66,441,8.3,1,2,15,283.1,18.9,0.0%
2,2003,LaDainian Tomlinson (FA),313,"1,645",5.3,73,0,13,100,137,725,7.3,4,0,16,343.8,21.5,0.0%
3,2002,LaDainian Tomlinson (FA),372,"1,683",4.5,76,0,14,79,101,489,6.2,1,1,16,305.2,19.1,0.0%
71,2010,Ladell Betts (FA),45,150,3.3,12,0,2,23,31,141,6.1,0,1,7,39.1,5.6,0.0%
63,2009,Ladell Betts (FA),56,210,3.8,18,0,2,17,20,179,10.5,0,0,10,50.9,5.1,0.0%
71,2008,Ladell Betts (FA),39,126,3.2,14,0,1,19,1,181,9.5,0,0,9,36.7,4.1,0.0%
66,2007,Ladell Betts (FA),56,199,3.6,20,0,0,9,0,84,9.3,0,0,8,28.3,3.5,0.0%
10,2006,Ladell Betts (FA),245,"1,154",4.7,26,0,4,53,0,445,8.4,1,0,16,189.9,11.9,0.0%
58,2005,Ladell Betts (FA),89,338,3.8,22,0,1,10,0,78,7.8,1,0,12,53.6,4.5,0.0%
57,2004,Ladell Betts (FA),90,371,4.1,27,0,1,15,25,108,7.2,0,0,16,53.9,3.4,0.0%
55,2003,Ladell Betts (FA),77,255,3.3,13,0,2,15,23,167,11.1,0,0,9,54.2,6.0,0.0%
58,2002,Ladell Betts (FA),65,307,4.7,27,0,1,12,17,154,12.8,0,2,11,48.1,4.4,0.0%
154,2006,Lamar Gordon (FA),1,2,2.0,2,0,0,0,0,0,0.0,0,0,1,0.2,0.2,0.0%
78,2005,Lamar Gordon (FA),54,182,3.4,11,0,1,11,0,79,7.2,0,0,14,32.1,2.3,0.0%
103,2004,Lamar Gordon (FA),35,64,1.8,11,0,0,13,19,74,5.7,0,0,3,13.8,4.6,0.0%
70,2003,Lamar Gordon (FA),71,298,4.2,20,0,1,8,13,59,7.4,0,0,9,41.7,4.6,0.0%
49,2002,Lamar Gordon (FA),65,228,3.5,29,0,1,30,38,278,9.3,2,3,12,62.6,5.2,0.0%
156,2020,Lamar Miller (FA),0,0,0.0,0,0,0,2,2,6,3.0,0,0,1,0.6,0.6,0.0%
168,2019,Lamar Miller (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
22,2018,Lamar Miller (FA),210,973,4.6,97,14,5,25,35,163,6.5,1,1,14,147.6,10.5,0.0%
14,2017,Lamar Miller (FA),238,888,3.7,21,1,3,36,45,327,9.1,3,0,16,157.5,9.8,0.0%
18,2016,Lamar Miller (FA),268,"1,073",4.0,45,7,5,31,39,188,6.1,1,1,14,160.1,11.4,0.0%
6,2015,Lamar Miller (FA),194,872,4.5,85,7,8,47,57,397,8.4,2,1,16,184.9,11.6,0.0%
9,2014,Lamar Miller (FA),216,"1,099",5.1,97,9,8,38,52,275,7.2,1,3,16,185.4,11.6,0.0%
38,2013,Lamar Miller (FA),177,709,4.0,49,4,2,26,35,170,6.5,0,1,16,97.9,6.1,0.0%
72,2012,Lamar Miller (FA),51,250,4.9,28,2,1,6,9,45,7.5,0,0,13,35.5,2.7,0.0%
123,2003,Lamar Smith (FA),11,61,5.5,17,0,0,1,1,2,2.0,0,0,4,6.3,1.6,0.0%
30,2002,Lamar Smith (FA),209,737,3.5,59,0,7,20,26,167,8.4,0,2,11,128.4,11.7,0.0%
163,2015,LaMichael James (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
153,2014,LaMichael James (FA),5,9,1.8,5,0,0,0,1,0,0.0,0,0,3,0.9,0.3,0.0%
115,2013,LaMichael James (FA),12,59,4.9,21,1,0,2,3,16,8.0,0,0,10,7.5,0.8,0.0%
107,2012,LaMichael James (FA),27,125,4.6,26,1,0,3,5,29,9.7,0,0,4,15.4,3.9,0.0%
112,2009,LaMont Jordan (FA),25,86,3.4,13,0,0,0,4,0,0.0,0,0,7,8.6,1.2,0.0%
59,2008,LaMont Jordan (FA),61,273,4.5,49,0,4,0,0,0,0.0,0,0,5,51.3,10.3,0.0%
23,2007,LaMont Jordan (FA),129,521,4.0,33,0,2,24,0,230,9.6,0,0,8,87.1,10.9,0.0%
54,2006,LaMont Jordan (FA),114,434,3.8,59,0,2,10,0,74,7.4,0,0,9,62.8,7.0,0.0%
8,2005,LaMont Jordan (FA),272,"1,025",3.8,26,0,9,70,0,563,8.0,2,0,14,226.8,16.2,0.0%
42,2004,LaMont Jordan (FA),93,479,5.2,33,0,2,15,16,112,7.5,0,0,16,69.1,4.3,0.0%
57,2003,LaMont Jordan (FA),46,190,4.1,39,0,4,11,13,101,9.2,0,0,14,53.1,3.8,0.0%
50,2002,LaMont Jordan (FA),84,316,3.8,61,0,3,17,23,160,9.4,0,2,14,61.6,4.4,0.0%
95,2002,Lamont Warren (FA),6,8,1.3,8,0,0,4,12,56,14.0,2,0,2,18.4,9.2,0.0%
79,2012,Lance Ball (FA),42,158,3.8,22,1,1,7,11,61,8.7,1,1,15,31.9,2.1,0.0%
52,2011,Lance Ball (FA),96,402,4.2,34,0,1,16,31,148,9.3,1,2,16,63.0,3.9,0.0%
89,2010,Lance Ball (FA),41,158,3.9,19,0,0,3,6,16,5.3,0,0,10,17.4,1.7,0.0%
103,2008,Lance Ball (FA),13,83,6.4,23,0,0,1,0,5,5.0,0,0,1,8.8,8.8,0.0%
111,2017,Lance Dunbar (FA),11,51,4.6,12,0,1,1,3,1,1.0,0,0,4,11.2,2.8,0.0%
92,2016,Lance Dunbar (FA),9,31,3.4,10,0,1,16,24,122,7.6,0,0,13,21.3,1.6,0.0%
87,2015,Lance Dunbar (FA),5,67,13.4,45,1,0,21,23,215,10.2,0,0,4,28.2,7.1,0.0%
85,2014,Lance Dunbar (FA),29,99,3.4,14,0,0,18,22,217,12.1,0,0,16,31.6,2.0,0.0%
95,2013,Lance Dunbar (FA),30,150,5.0,45,1,0,7,7,59,8.4,0,1,9,18.9,2.1,0.0%
119,2012,Lance Dunbar (FA),21,75,3.6,18,0,0,6,12,33,5.5,0,0,12,10.8,0.9,0.0%
136,2013,LaRod Stephens-Howling (FA),6,19,3.2,5,0,0,2,3,11,5.5,0,0,1,3.0,3.0,0.0%
45,2012,LaRod Stephens-Howling (FA),110,356,3.2,52,3,4,17,30,106,6.2,0,0,14,70.2,5.0,0.0%
59,2011,LaRod Stephens-Howling (FA),43,167,3.9,39,0,0,13,17,234,18.0,2,0,14,52.1,3.7,0.0%
77,2010,LaRod Stephens-Howling (FA),23,113,4.9,30,0,1,16,23,111,6.9,0,0,13,28.4,2.2,0.0%
98,2009,LaRod Stephens-Howling (FA),6,15,2.5,5,0,0,10,18,83,8.3,1,1,16,13.8,0.9,0.0%
88,2003,Larry Centers (FA),21,82,3.9,13,0,0,19,34,106,5.6,1,0,9,24.8,2.8,0.0%
53,2002,Larry Centers (FA),11,56,5.1,13,0,2,43,63,388,9.0,0,0,16,56.4,3.5,0.0%
128,2004,Larry Croom (FA),29,76,2.6,20,0,0,2,5,16,8.0,0,1,6,7.2,1.2,0.0%
159,2011,Larry Johnson (FA),1,2,2.0,2,0,0,0,0,0,0.0,0,0,1,0.2,0.2,0.0%
151,2010,Larry Johnson (FA),5,2,0.4,7,0,0,0,0,0,0.0,0,0,2,0.2,0.1,0.0%
53,2009,Larry Johnson (FA),178,581,3.3,27,0,0,15,21,80,5.3,0,1,14,64.1,4.6,0.0%
50,2008,Larry Johnson (FA),107,459,4.3,63,0,2,6,0,62,10.3,0,0,8,68.3,8.5,0.0%
20,2007,Larry Johnson (FA),158,559,3.5,54,0,3,30,0,186,6.2,1,0,8,98.5,12.3,0.0%
2,2006,Larry Johnson (FA),416,"1,789",4.3,47,0,17,41,0,410,10.0,2,0,16,333.9,20.9,0.0%
2,2005,Larry Johnson (FA),336,"1,750",5.2,49,0,20,33,0,343,10.4,1,0,16,335.3,21.0,0.0%
25,2004,Larry Johnson (FA),120,581,4.8,46,0,9,22,29,278,12.6,2,0,8,151.9,19.0,0.0%
103,2003,Larry Johnson (FA),20,85,4.3,15,0,1,1,3,2,2.0,0,0,5,14.7,2.9,0.0%
161,2004,Larry Ned (FA),0,0,0.0,0,0,0,1,1,9,9.0,0,0,12,0.9,0.1,0.0%
170,2003,Larry Ned (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%
109,2021,Larry Rountree III (LAC),36,87,2.4,13,0,1,1,2,-1,-1.0,0,0,10,14.6,1.5,0.1%
42,2021,Latavius Murray (FA),119,501,4.2,46,5,6,10,13,75,7.5,0,0,14,93.6,6.7,0.1%
32,2020,Latavius Murray (FA),146,656,4.5,36,4,4,23,26,176,7.7,1,0,15,113.2,7.5,0.1%
30,2019,Latavius Murray (FA),146,637,4.4,30,4,5,34,43,235,6.9,1,0,16,123.2,7.7,0.1%
32,2018,Latavius Murray (FA),140,578,4.1,38,8,6,22,26,141,6.4,0,0,16,109.9,6.9,0.1%
20,2017,Latavius Murray (FA),216,842,3.9,46,7,8,15,17,103,6.9,0,0,16,142.5,8.9,0.1%
13,2016,Latavius Murray (FA),195,788,4.0,42,5,12,33,43,264,8.0,0,1,14,175.2,12.5,0.1%
10,2015,Latavius Murray (FA),266,"1,066",4.0,54,9,6,41,53,232,5.7,0,1,16,163.8,10.2,0.1%
47,2014,Latavius Murray (FA),82,424,5.2,90,4,2,17,23,143,8.4,0,0,15,68.7,4.6,0.1%
99,2010,Laurence Maroney (FA),36,74,2.1,13,0,0,4,7,50,12.5,0,0,4,12.4,3.1,0.0%
31,2009,Laurence Maroney (FA),194,757,3.9,45,0,9,14,17,99,7.1,0,4,15,131.6,8.8,0.0%
132,2008,Laurence Maroney (FA),10,26,2.6,5,0,0,0,0,0,0.0,0,0,1,2.6,2.6,0.0%
49,2007,Laurence Maroney (FA),89,417,4.7,19,0,0,2,0,37,18.5,0,0,6,45.4,7.6,0.0%
28,2006,Laurence Maroney (FA),175,745,4.3,41,0,6,22,0,194,8.8,1,0,14,135.9,9.7,0.0%
185,2019,Lavon Coleman (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
170,2018,Lavon Coleman (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
169,2017,Lawrence Thomas (FA),2,1,0.5,1,0,0,6,7,43,7.2,0,0,14,0.0,0.0,0.0%
173,2016,Lawrence Thomas (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,3,0.0,0.0,0.0%
118,2012,Lawrence Vickers (FA),3,11,3.7,13,0,0,13,15,104,8.0,0,0,16,11.5,0.7,0.0%
138,2011,Lawrence Vickers (FA),1,0,0.0,0,0,0,4,8,29,7.3,0,0,14,2.9,0.2,0.0%
134,2010,Lawrence Vickers (FA),5,11,2.2,3,0,0,4,9,15,3.8,0,0,16,2.6,0.2,0.0%
111,2009,Lawrence Vickers (FA),0,0,0.0,0,0,0,8,18,27,3.4,1,0,16,8.7,0.5,0.0%
98,2008,Lawrence Vickers (FA),10,31,3.1,10,0,0,10,6,78,7.8,0,0,12,10.9,0.9,0.0%
69,2007,Lawrence Vickers (FA),15,43,2.9,7,0,0,13,1,91,7.0,2,0,16,25.4,1.6,0.0%
120,2006,Lawrence Vickers (FA),3,2,0.7,2,0,0,6,0,60,10.0,0,0,16,6.2,0.4,0.0%
141,2013,Le'Ron McClain (FA),11,32,2.9,7,0,0,2,3,-7,-3.5,0,0,16,2.5,0.2,0.0%
124,2012,Le'Ron McClain (FA),14,42,3.0,17,0,0,8,10,29,3.6,0,0,16,7.1,0.4,0.0%
87,2011,Le'Ron McClain (FA),15,51,3.4,12,0,1,14,22,82,5.9,1,0,16,25.3,1.6,0.0%
84,2010,Le'Ron McClain (FA),28,85,3.0,16,0,0,21,26,134,6.4,0,0,15,21.9,1.5,0.0%
71,2009,Le'Ron McClain (FA),46,180,3.9,20,0,2,21,27,141,6.7,0,0,16,44.1,2.8,0.0%
15,2008,Le'Ron McClain (FA),232,902,3.9,82,0,10,19,4,123,6.5,1,0,16,168.5,10.5,0.0%
86,2007,Le'Ron McClain (FA),8,18,2.3,4,0,0,9,0,55,6.1,1,0,16,13.3,0.8,0.0%
85,2021,Le'Veon Bell (FA),39,101,2.6,12,0,2,5,7,30,6.0,1,0,8,33.1,4.1,0.1%
62,2020,Le'Veon Bell (FA),82,328,4.0,16,0,2,16,20,138,8.6,0,0,11,58.6,5.3,0.1%
21,2019,Le'Veon Bell (FA),245,789,3.2,19,0,3,66,78,461,7.0,1,1,15,149.0,9.9,0.1%
2,2017,Le'Veon Bell (FA),321,"1,291",4.0,27,3,9,85,106,655,7.7,2,2,15,256.6,17.1,0.1%
4,2016,Le'Veon Bell (FA),261,"1,268",4.9,44,4,7,75,94,616,8.2,2,1,12,242.4,20.2,0.1%
46,2015,Le'Veon Bell (FA),113,556,4.9,42,8,3,24,26,136,5.7,0,0,6,87.2,14.5,0.1%
2,2014,Le'Veon Bell (FA),290,"1,361",4.7,81,8,8,83,105,854,10.3,3,0,16,287.5,18.0,0.1%
14,2013,Le'Veon Bell (FA),244,860,3.5,43,4,8,45,66,399,8.9,0,1,13,171.9,13.2,0.1%
126,2006,Lee Suggs (FA),6,26,4.3,7,0,0,0,0,13,0.0,0,0,3,3.9,1.3,0.0%
135,2005,Lee Suggs (FA),8,15,1.9,7,0,0,6,0,26,4.3,0,0,6,4.1,0.7,0.0%
32,2004,Lee Suggs (FA),199,744,3.7,39,0,2,20,36,178,8.9,1,3,10,104.2,10.4,0.0%
74,2003,Lee Suggs (FA),56,289,5.2,78,0,2,2,4,0,0.0,0,1,7,38.9,5.6,0.0%
164,2019,LeGarrette Blount (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%
50,2018,LeGarrette Blount (FA),154,418,2.7,27,2,5,10,15,67,6.7,0,1,16,76.5,4.8,0.1%
39,2017,LeGarrette Blount (FA),173,766,4.4,68,7,2,8,8,50,6.3,1,1,16,99.6,6.2,0.1%
7,2016,LeGarrette Blount (FA),299,"1,161",3.9,44,7,18,7,8,38,5.4,0,1,16,225.9,14.1,0.1%
29,2015,LeGarrette Blount (FA),165,703,4.3,38,4,6,6,7,43,7.2,1,0,12,116.6,9.7,0.1%
37,2014,LeGarrette Blount (FA),125,547,4.4,50,5,5,10,12,54,5.4,0,1,16,88.1,5.5,0.1%
29,2013,LeGarrette Blount (FA),153,772,5.0,47,5,7,2,5,38,19.0,0,2,16,119.0,7.4,0.1%
87,2012,LeGarrette Blount (FA),41,151,3.7,35,1,2,1,2,2,2.0,0,0,13,27.3,2.1,0.1%
32,2011,LeGarrette Blount (FA),184,781,4.2,54,0,5,15,25,148,9.9,0,3,14,116.9,8.4,0.1%
27,2010,LeGarrette Blount (FA),201,"1,007",5.0,53,0,6,5,7,14,2.8,0,3,13,132.1,10.2,0.1%
185,2012,Legedu Naanee (FA),0,0,0.0,0,0,0,1,5,19,19.0,0,1,4,-0.1,-0.0,0.0%
58,2011,Legedu Naanee (FA),0,0,0.0,0,0,0,44,76,467,10.6,1,0,15,53.8,3.6,0.0%
66,2010,Legedu Naanee (FA),3,-2,-0.7,5,0,0,23,46,371,16.1,1,1,9,42.9,4.8,0.0%
75,2009,Legedu Naanee (FA),3,7,2.3,10,0,0,24,29,242,10.1,2,0,13,37.7,2.9,0.0%
116,2008,Legedu Naanee (FA),0,0,0.0,0,0,0,7,0,58,8.3,0,0,9,5.8,0.6,0.0%
115,2007,Legedu Naanee (FA),0,0,0.0,0,0,0,2,2,39,19.5,0,0,3,3.9,1.3,0.0%
77,2009,LenDale White (FA),64,222,3.5,11,0,2,3,5,14,4.7,0,1,13,33.6,2.6,0.0%
28,2008,LenDale White (FA),140,612,4.4,80,0,10,5,0,16,3.2,0,0,12,122.8,10.2,0.0%
21,2007,LenDale White (FA),170,613,3.6,28,0,5,11,0,57,5.2,0,0,8,97.0,12.1,0.0%
71,2006,LenDale White (FA),61,244,4.0,26,0,0,14,0,60,4.3,0,0,13,30.4,2.3,0.0%
140,2003,Leon Johnson (FA),4,26,6.5,18,0,0,0,2,0,0.0,0,0,11,2.6,0.2,0.0%
56,2002,Leon Johnson (FA),103,329,3.2,23,0,1,16,26,125,7.8,0,2,16,48.5,3.0,0.0%
84,2014,Leon Washington (FA),13,57,4.4,16,0,0,22,31,159,7.2,2,1,16,31.6,2.0,0.0%
158,2013,Leon Washington (FA),1,1,1.0,1,0,0,0,1,0,0.0,0,0,7,0.1,0.0,0.0%
108,2012,Leon Washington (FA),23,83,3.6,14,0,1,4,8,31,7.8,0,1,16,15.4,1.0,0.0%
78,2011,Leon Washington (FA),53,248,4.7,48,0,1,10,14,48,4.8,0,0,16,35.6,2.2,0.0%
83,2010,Leon Washington (FA),27,100,3.7,21,0,1,9,13,79,8.8,0,1,16,21.9,1.4,0.0%
70,2009,Leon Washington (FA),72,331,4.6,33,0,0,15,26,131,8.7,0,1,7,44.2,6.3,0.0%
24,2008,Leon Washington (FA),76,448,5.9,61,0,6,47,11,355,7.6,2,0,16,128.3,8.0,0.0%
28,2007,Leon Washington (FA),71,353,5.0,49,0,3,36,3,213,5.9,0,1,16,76.0,4.8,0.0%
34,2006,Leon Washington (FA),151,650,4.3,23,0,4,25,0,270,10.8,0,0,16,116.0,7.3,0.0%
11,2021,Leonard Fournette (TB),180,812,4.5,47,7,8,69,84,454,6.6,2,0,14,186.6,13.3,99.9%
39,2020,Leonard Fournette (TB),97,367,3.8,46,5,6,36,47,233,6.5,0,0,13,96.0,7.4,99.9%
13,2019,Leonard Fournette (TB),265,"1,152",4.3,81,18,3,76,100,522,6.9,0,1,15,183.4,12.2,99.9%
37,2018,Leonard Fournette (TB),133,439,3.3,25,2,5,22,26,185,8.4,1,0,8,98.4,12.3,99.9%
8,2017,Leonard Fournette (TB),268,"1,040",3.9,90,4,9,36,48,302,8.4,1,0,13,194.2,14.9,99.9%
105,2004,Leonard Henry (FA),46,141,3.1,53,0,0,3,6,12,4.0,0,1,4,13.3,3.3,0.0%
156,2010,Leonard Weaver (FA),1,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
50,2009,Leonard Weaver (FA),70,323,4.6,41,0,2,15,26,140,9.3,2,0,16,70.3,4.4,0.0%
69,2008,Leonard Weaver (FA),21,89,4.2,15,0,0,18,5,205,11.4,2,0,11,41.4,3.8,0.0%
73,2007,Leonard Weaver (FA),13,69,5.3,37,0,0,16,0,137,8.6,0,0,7,20.6,2.9,0.0%
116,2005,Leonard Weaver (FA),17,80,4.7,24,0,0,1,0,12,12.0,0,0,8,9.2,1.2,0.0%
109,2020,LeSean McCoy (FA),10,31,3.1,14,0,0,15,19,101,6.7,0,0,10,13.2,1.3,2.0%
41,2019,LeSean McCoy (FA),101,465,4.6,39,6,4,28,34,181,6.5,1,2,13,90.6,7.0,2.0%
40,2018,LeSean McCoy (FA),161,514,3.2,28,3,3,34,46,238,7.0,0,0,14,93.2,6.7,2.0%
7,2017,LeSean McCoy (FA),287,"1,138",4.0,48,12,6,59,77,448,7.6,2,1,16,204.6,12.8,2.0%
3,2016,LeSean McCoy (FA),234,"1,267",5.4,75,11,13,50,57,356,7.1,1,0,15,248.3,16.6,2.0%
17,2015,LeSean McCoy (FA),203,895,4.4,48,6,3,32,50,292,9.1,2,2,12,146.7,12.2,2.0%
12,2014,LeSean McCoy (FA),312,"1,319",4.2,53,9,5,28,37,155,5.5,0,3,16,171.4,10.7,2.0%
2,2013,LeSean McCoy (FA),314,"1,607",5.1,57,9,9,52,64,539,10.4,2,1,16,278.6,17.4,2.0%
21,2012,LeSean McCoy (FA),200,840,4.2,34,7,2,54,67,373,6.9,3,3,12,145.3,12.1,2.0%
2,2011,LeSean McCoy (FA),273,"1,309",4.8,60,0,17,48,69,315,6.6,3,1,15,280.4,18.7,2.0%
7,2010,LeSean McCoy (FA),207,"1,080",5.2,62,0,7,78,90,592,7.6,2,1,15,219.2,14.6,2.0%
35,2009,LeSean McCoy (FA),155,637,4.1,66,0,4,40,55,308,7.7,0,1,16,118.5,7.4,2.0%
149,2017,LeShun Daniels (FA),3,14,4.7,8,0,0,0,0,0,0.0,0,0,4,1.4,0.4,0.0%
168,2021,LeVante Bellamy (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
147,2020,LeVante Bellamy (FA),4,11,2.8,8,0,0,1,1,5,5.0,0,0,5,1.6,0.3,0.0%
129,2012,Lex Hilliard (FA),9,33,3.7,9,0,0,4,9,23,5.8,0,0,14,5.6,0.4,0.0%
98,2011,Lex Hilliard (FA),16,41,2.6,4,0,1,5,7,49,9.8,0,0,16,15.0,0.9,0.0%
150,2010,Lex Hilliard (FA),0,0,0.0,0,0,0,1,2,3,3.0,0,0,16,0.3,0.0,0.0%
73,2009,Lex Hilliard (FA),23,89,3.9,18,0,1,20,20,158,7.9,2,0,16,42.7,2.7,0.0%
116,2011,Lorenzo Booker (FA),13,52,4.0,25,0,0,8,14,82,10.3,0,2,14,9.4,0.7,0.0%
142,2010,Lorenzo Booker (FA),0,0,0.0,0,0,0,5,6,32,6.4,0,1,4,1.2,0.3,0.0%
131,2008,Lorenzo Booker (FA),8,26,3.3,8,0,0,1,2,1,1.0,0,0,5,2.7,0.5,0.0%
